Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61053829,I Have Some Questions for You,Rebecca Makkai,"Makkai, Rebecca",,"=""0593490142""","=""9780593490143""",3,3.59,Viking,Hardcover,438,2023,2023,2023/05/21,2023/05/20,,,read,,,,1,0
58884736,The Measure,Nikki Erlick,"Erlick, Nikki",,"=""0063204207""","=""9780063204201""",4,3.96,William Morrow,Hardcover,353,2022,2022,2023/05/18,2023/05/16,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,ebook,302,2022,2022,,2023/05/13,did-not-finish,did-not-finish (#44),did-not-finish,,,,0,0
61065982,The Bandit Queens,Parini Shroff,"Shroff, Parini",,"=""059349895X""","=""9780593498958""",0,3.92,Ballantine Books,Hardcover,342,2023,2023,,2023/05/11,did-not-finish,did-not-finish (#43),did-not-finish,,,,0,0
60353768,The Marriage Portrait,Maggie O'Farrell,"O'Farrell, Maggie",,"=""""","=""""",5,4.01,Knopf Publishing Group,Hardcover,355,2022,2022,2023/05/10,2023/05/04,,,read,,,,1,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",5,4.29,Simon & Schuster,ebook,432,2017,2016,2023/05/01,2023/05/01,,,read,,,,1,0
43124137,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,"=""1984821210""","=""9781984821218""",4,4.16,Ballantine Books,Hardcover,317,2019,2019,2023/04/23,2023/04/06,,,read,,,,1,0
45294613,Dear Edward,Ann Napolitano,"Napolitano, Ann",,"=""198485478X""","=""9781984854780""",3,4.07,The Dial Press,Hardcover,340,2020,2020,2023/04/20,2023/04/20,,,read,,,,1,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",5,4.13,The Dial Press,Kindle Edition,594,2023,2023,2023/04/15,2023/04/13,,,read,,,,1,0
57693171,Olga Dies Dreaming,Xóchitl González,"González, Xóchitl",,"=""1250786177""","=""9781250786173""",3,3.96,Flatiron Books,Hardcover,369,2022,2022,2023/04/02,2023/03/24,,,read,,,,1,0
56769525,We Don't Know Ourselves: A Personal History of Modern Ireland,Fintan O'Toole,"O'Toole, Fintan",,"=""1631496530""","=""9781631496530""",0,4.33,Liveright,Hardcover,616,2022,2021,,2023/03/11,did-not-finish,did-not-finish (#42),did-not-finish,,,,0,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",4,3.79,William Morrow,Kindle Edition,319,2020,2020,,2023/03/15,,,read,,,,1,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0593230256""","=""9780593230251""",5,4.52,Random House,Hardcover,544,2020,2020,2023/03/05,2023/03/01,,,read,,,,1,0
46002342,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,"Saad, Layla F.",Robin DiAngelo,"=""1728209803""","=""9781728209807""",5,4.33,Sourcebooks,Hardcover,238,2020,2020,2023/02/27,2023/02/25,,,read,,,,1,0
15975,Blonde,Joyce Carol Oates,"Oates, Joyce Carol",,"=""2253152854""","=""9782253152859""",5,3.92,Le Livre de Poche,Mass Market Paperback,1110,2002,2000,2023/02/23,2023/02/22,,,read,,,,1,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.62,One World,Paperback,336,2014,2014,2023/02/17,2023/02/15,,,read,,,,1,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",0,4.46,Random House,Hardcover,464,2022,2022,,2022/10/17,did-not-finish,did-not-finish (#41),did-not-finish,,,,0,0
60471573,Liberation Day,George Saunders,"Saunders, George",,"=""0525509593""","=""9780525509592""",4,3.99,Random House,Hardcover,256,2022,2022,2023/02/10,2023/02/10,,,read,,,,1,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",4,4.28,Doubleday Books,Hardcover,390,2022,2022,2023/02/06,2023/02/03,,,read,,,,1,0
58386758,Checkout 19,Claire-Louise Bennett,"Bennett, Claire-Louise",,"=""0593420497""","=""9780593420492""",0,3.16,Riverhead Books,Hardcover,288,2022,2021,,2023/01/26,did-not-finish,did-not-finish (#40),did-not-finish,,,,0,0
8143909,Foster,Claire Keegan,"Keegan, Claire",,"=""0571255655""","=""9780571255658""",4,4.30,Faber & Faber,Paperback,101,2010,2010,2023/01/23,2023/01/23,,,read,,,,1,0
57224204,The Seven Moons of Maali Almeida,Shehan Karunatilaka,"Karunatilaka, Shehan",,"=""1908745908""","=""9781908745903""",0,3.90,Sort of Books,Hardcover,386,2022,2022,,2023/01/13,did-not-finish,did-not-finish (#39),did-not-finish,,,,0,0
1976370,Valentino and Sagittarius: Two Novellas,Natalia Ginzburg,"Ginzburg, Natalia",,"=""0805006834""","=""9780805006834""",4,3.95,Seaver Books/Henry Holt,Hardcover,134,1988,1957,2023/01/08,2023/01/08,,,read,,,,1,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",4,4.46,Harper,Hardcover,560,2022,2022,2022/12/24,2022/12/20,,,read,,,,1,0
54746205,Velvet Was the Night,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593356829""","=""9780593356821""",3,3.51,Del Rey,Hardcover,289,2021,2021,2022/12/16,2022/12/15,,,read,,,,1,0
59900070,Stay True,Hua Hsu,"Hsu, Hua",,"=""0385547773""","=""9780385547772""",4,3.99,Doubleday,Hardcover,208,2022,2022,2022/12/14,2022/12/14,,,read,,,,1,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",4,3.64,Scribner,Hardcover,352,2022,2022,2022/12/10,2022/12/08,,,read,,,,1,0
60243188,Bliss Montage,Ling  Ma,"Ma, Ling",,"=""0374293511""","=""9780374293512""",4,3.87,"Farrar, Straus and Giroux",Hardcover,228,2022,2022,2022/12/04,2022/11/26,,,read,,,,1,0
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",2,4.46,St. Martin's Press,Kindle Edition,435,2018,2018,2022/12/02,2022/11/30,,,read,,,,1,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",3,3.61,Celadon Books,Hardcover,337,2021,2021,2022/11/21,2022/11/20,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",4,4.17,Celadon Books,Hardcover,336,2019,2019,2020/08/28,2020/08/18,,,read,,,,2,0
54860585,Razorblade Tears,S.A. Cosby,"Cosby, S.A.",,"=""""","=""""",4,4.12,Flatiron Books,Hardcover,336,2021,2021,2022/11/15,2022/11/15,,,read,,,,1,0
59366234,Maps of Our Spectacular Bodies,Maddie Mortimer,"Mortimer, Maddie",,"=""198218177X""","=""9781982181772""",0,3.95,Scribner,Paperback,448,2022,2022,,2022/11/03,did-not-finish,did-not-finish (#38),did-not-finish,,,,0,0
60092581,Lessons,Ian McEwan,"McEwan, Ian",,"=""0593535200""","=""9780593535202""",0,3.97,Knopf,Hardcover,448,2022,2022,,2022/11/06,did-not-finish,did-not-finish (#37),did-not-finish,,,,0,0
57846320,The School for Good Mothers,Jessamine Chan,"Chan, Jessamine",,"=""""","=""""",3,3.53,Simon & Schuster,Hardcover,336,2022,2022,2022/11/10,2022/11/10,,,read,,,,1,0
57558287,"City on Fire (Danny Ryan, #1)",Don Winslow,"Winslow, Don",,"=""0062851195""","=""9780062851192""",4,4.09,William Morrow,Hardcover,384,2022,2021,2022/11/03,2022/10/29,,,read,,,,1,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2021/08/14,did-not-finish,did-not-finish (#36),did-not-finish,,,,0,0
55315487,"The Plot (The Book Series, #1)",Jean Hanff Korelitz,"Korelitz, Jean Hanff",,"=""125079076X""","=""9781250790767""",4,3.81,Celadon Books,Hardcover,320,2021,2021,2022/10/17,2022/10/17,,,read,,,,1,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""""","=""""",5,3.80,Riverhead Books,Hardcover,402,2022,2022,2022/09/27,2022/09/20,,,read,,,,1,0
58999177,The Immortal King Rao,Vauhini Vara,"Vara, Vauhini",,"=""0393541754""","=""9780393541755""",0,3.65,W. W. Norton & Company,Hardcover,384,2022,2022,2022/09/15,2022/05/12,,,read,,,,1,0
30165203,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,2022/09/07,2021/12/31,,,read,,,,1,0
54981009,"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,"Dave, Laura",,"=""1501171348""","=""9781501171345""",4,3.83,Simon & Schuster,Hardcover,307,2021,2021,2022/08/06,2022/08/06,,,read,,,,1,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",3,4.23,Knopf,Hardcover,256,2021,2021,2022/07/24,2022/07/19,,,read,,,,1,0
52180399,"The Only Good Indians (The Only Good Indians, #1)",Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982136456""","=""9781982136451""",3,3.68,Gallery / Saga Press,Hardcover,305,2020,2020,2022/06/12,2022/06/04,,,read,,,,1,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",4,3.73,Hogarth,Kindle Edition,304,2017,2017,2022/06/01,2022/06/01,,,read,,,,1,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",5,4.38,Graywolf Press,Hardcover,251,2019,2019,2021/04/26,2021/04/25,memoir,memoir (#4),read,,,,1,0
53972214,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""1782276122""","=""9781782276128""",5,4.10,Pushkin Press,Hardcover,192,2020,2020,2022/04/29,2022/04/11,,,read,,,,1,0
41005592,"Funny, You Don't Look Autistic: A Comedian's Guide to Life on the Spectrum",Michael McCreary,"McCreary, Michael",,"=""1773212575""","=""9781773212579""",3,3.77,Annick Press,Paperback,166,2019,2019,2022/05/12,2022/05/12,,,read,,,,1,0
34037113,"The Rules of Magic (Practical Magic, #0.2)",Alice Hoffman,"Hoffman, Alice",Tanja Fornaro,"=""""","=""""",4,4.01,Simon & Schuster,Kindle Edition,369,2017,2017,2022/04/29,2022/04/25,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",4,4.50,Ballantine Books,Hardcover,476,2021,2021,2022/04/22,2022/04/15,,,read,,,,2,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.13,Simon & Schuster,Hardcover,304,2022,2022,,2022/04/13,did-not-finish,did-not-finish (#35),did-not-finish,,,,0,0
54270,Mein Kampf,Adolf Hitler,"Hitler, Adolf","Ralph Manheim, Serpil Yener","=""0395083621""","=""9780395083628""",0,3.18,Houghton Mifflin Company,Paperback,384,1973,1925,2022/04/04,2022/03/21,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",4,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,2022/03/17,2020/04/29,,,read,,,,1,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,2022/03/07,2022/03/07,,,read,,,,1,0
13158800,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",5,4.04,Scribner,Hardcover,362,2012,2012,2022/02/27,2022/02/23,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",5,3.99,Vintage Books,Paperback,296,2000,1987,2022/02/16,2021/11/18,,,read,,,,1,0
56922687,These Precious Days: Essays,Ann Patchett,"Patchett, Ann",,"=""0063092786""","=""9780063092785""",3,4.42,Harper,Hardcover,320,2021,2021,2022/02/08,2022/02/02,,,read,,,,1,0
57812401,Five Tuesdays in Winter,Lily King,"King, Lily",,"=""0802158765""","=""9780802158765""",4,3.70,Grove Press,Hardcover,240,2021,2021,2022/02/07,2022/02/02,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",4,4.31,Scribner,Hardcover,531,2014,2014,,2020/12/23,,,read,,,,2,0
43557477,"The Jane Austen Society (Jane Austen Society, #1)",Natalie Jenner,"Jenner, Natalie",,"=""1250248736""","=""9781250248732""",4,3.73,St. Martin's Press,Hardcover,304,2020,2020,2022/01/11,2022/01/05,,,read,,,,1,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",5,3.91,Penguin Books,Paperback,152,2006,1962,2022/01/14,2022/01/13,,,read,,,,1,0
625094,The Leopard,Giuseppe Tomasi di Lampedusa,"Lampedusa, Giuseppe Tomasi di",Archibald Colquhoun,"=""0679731210""","=""9780679731214""",3,4.01,Pantheon,Paperback,319,1991,1958,2022/01/25,2011/11/06,classics,classics (#6),read,,,,1,0
48989372,A Very Punchable Face,Colin Jost,"Jost, Colin",,"=""1101906324""","=""9781101906323""",3,4.20,Crown,Hardcover,312,2020,2020,2022/01/13,2022/01/12,,,read,,,,1,0
10252302,Blue Nights,Joan Didion,"Didion, Joan",,"=""0307267679""","=""9780307267672""",0,3.95,Knopf,Hardcover,208,2011,2011,,2011/11/06,did-not-finish,did-not-finish (#34),did-not-finish,,,,0,0
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",3,4.15,Strange Violin Editions,Paperback,108,2012,2011,2021/12/31,2021/12/31,,,read,,,,1,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",4,4.25,Scribner,Hardcover,626,2021,2021,2022/01/04,2022/01/01,,,read,,,,1,0
53308149,Let Me Tell You What I Mean,Joan Didion,"Didion, Joan",,"=""059331848X""","=""9780593318485""",4,3.84,Knopf,Hardcover,149,2021,2021,2022/01/06,2022/01/06,,,read,,,,1,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",4,3.93,Vintage,Paperback,227,2007,2005,2022/01/05,2022/01/04,,,read,,,,1,0
38746152,The Book of Delights: Essays,Ross Gay,"Gay, Ross",,"=""1616207922""","=""9781616207922""",0,4.12,Algonquin Books,Hardcover,274,2019,2019,,2022/01/07,to-read,to-read (#32),to-read,,,,0,0
13173393,The Lady with the Little Dog,Anton Chekhov,"Chekhov, Anton",Constance Garnett,"=""""","=""""",4,3.70,Charles River Editors,Kindle Edition,15,2011,1888,2021/12/29,2021/12/28,,,read,,,,1,0
126584,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""0671528904""","=""9780671528904""",3,4.09,Pocket Books,Mass Market Paperback,397,1996,1995,2021/11/09,2021/11/03,,,read,,,,1,0
55457493,"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,"Osman, Richard",,"=""""","=""""",3,4.35,Penguin,Kindle Edition,422,2021,2021,2021/12/20,2021/12/19,,,read,,,,1,0
32085,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,"Herriot, James",,"=""0312965788""","=""9780312965785""",4,4.36,St. Martin's Paperbacks,Mass Market Paperback,437,1998,1972,2021/12/20,2021/12/20,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.90,Penguin Books,Paperback,107,2002,1937,2021/12/29,2021/12/29,,,read,,,,1,0
899492,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",Byron Glaser,"=""0871917726""","=""9780871917720""",4,4.24,Creative Education,Library Binding,31,1980,1843,2021/12/31,2021/12/31,,,read,,,,1,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,"=""1558611584""","=""9781558611580""",4,4.07,The Feminist Press at CUNY,Paperback,62,1996,1892,2021/12/31,2021/12/31,,,read,,,,1,0
92508,The Bridge of San Luis Rey,Thornton Wilder,"Wilder, Thornton",Russell Banks,"=""0060088877""","=""9780060088873""",3,3.79,Harper Perennial Modern Classics,Paperback,160,2003,1927,2021/12/31,2021/12/31,,,read,,,,1,0
43035,White Fang,Jack London,"London, Jack",K.A. Applegate,"=""""","=""""",0,4.03,Scholastic Paperbacks,Paperback,252,2001,1906,2021/09/28,2021/12/31,,,read,,,,1,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",4,4.14,Waking Lion Press,Paperback,86,2006,1886,2021/12/30,2021/12/30,,,read,,,,1,0
18879761,I Was Here,Gayle Forman,"Forman, Gayle",,"=""0451471474""","=""9780451471475""",3,3.73,Viking Juvenile,Hardcover,270,2015,2015,2021/12/27,2021/12/27,,,read,,,,1,0
40104741,"An Elderly Lady Is Up to No Good (Elderly Lady, #1)",Helene Tursten,"Tursten, Helene",Marlaine Delargy,"=""""","=""""",3,3.73,Soho Crime,Hardcover,174,2018,2013,2021/12/24,2021/12/24,,,read,,,,1,0
12752313,"Lots of Candles, Plenty of Cake",Anna Quindlen,"Quindlen, Anna",,"=""1400069343""","=""9781400069347""",3,3.75,Random House,Hardcover,182,2012,2012,2021/12/22,2021/12/22,,,read,,,,1,0
5246,Ethan Frome,Edith Wharton,"Wharton, Edith","Anita Shreve, Elizabeth Ammons","=""""","=""""",4,3.46,Penguin Classics,Paperback,99,2005,1911,2021/12/28,2021/12/27,,,read,,,,1,0
58098,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Ntozake Shange,"Shange, Ntozake",,"=""""","=""""",5,4.29,Scribner,Paperback,64,1997,1975,2021/12/28,2021/12/28,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.27,St. Martin's Griffin,Paperback,264,2004,1939,2020/12/20,2020/12/21,,,read,,,,1,0
8242117,I Remember Nothing: and Other Reflections,Nora Ephron,"Ephron, Nora",,"=""0307595609""","=""9780307595607""",3,3.80,Knopf,Hardcover,137,2010,2010,2021/12/04,2021/12/04,,,read,,,,1,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",4,4.32,Harper,Hardcover,272,2018,2018,2021/01/30,2021/01/30,,,read,,,,1,0
895905,If on a Winter's Night a Traveller,Italo Calvino,"Calvino, Italo",,"=""0749399236""","=""9780749399238""",5,4.01,Minerva,Paperback,260,1992,1979,2021/03/01,2021/03/01,,,read,,,,1,0
50358519,Thick as Thieves,Sandra       Brown,"Brown, Sandra",,"=""1538751941""","=""9781538751947""",4,4.00,Grand Central Publishing,Hardcover,384,2020,2020,2021/04/09,2021/04/09,,,read,,,,1,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",2,3.83,Penguin Press,Hardcover,297,2014,2014,2021/04/10,2021/04/10,,,read,,,,1,0
24874312,"The Nose (Penguin Little Black Classics, #46)",Nikolai Gogol,"Gogol, Nikolai",,"=""0141397527""","=""9780141397528""",1,3.71,Penguin Classics,Mass Market Paperback,53,2015,1836,2021/04/11,2021/04/11,short-stories,short-stories (#6),read,,,,1,0
53955823,Confessions of a Shinagawa Monkey,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",4,4.01,the new yorker,ebook,31,2020,2020,2021/09/11,2021/09/11,,,read,,,,1,0
2352198,NPR Funniest Driveway Moments: Radio Stories That Won't Let You Go,National Public Radio,"Radio, National Public",Robert Krulwich,"=""1598876244""","=""9781598876246""",3,3.20,Highbridge Co,Audio CD,2,2008,2008,2021/12/04,2021/12/04,,,read,,,,1,0
52693712,"Everyone You Hate is Going to Die: And Other Comforting Thoughts on Family, Friends, Sex, Love, and More Things That Ruin Your Life",Daniel Sloss,"Sloss, Daniel",,"=""1785152564""","=""9781785152566""",5,3.92,William Heinemann,Hardcover,259,2021,2021,2021/12/10,2021/12/10,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2021/12/10,did-not-finish,did-not-finish (#33),did-not-finish,,,,1,0
31420736,Bang,Barry Lyga,"Lyga, Barry",,"=""0316315508""","=""9780316315500""",3,3.96,"Little, Brown Books for Young Readers",Hardcover,304,2017,2017,2021/12/26,2021/12/26,,,read,,,,1,0
51777605,The Office of Historical Corrections,Danielle  Evans,"Evans, Danielle",,"=""1594487332""","=""9781594487330""",0,4.16,Riverhead Books,Hardcover,269,2020,2020,2021/12/23,2021/12/22,,,read,,,,1,0
55333938,The Personal Librarian,Marie Benedict,"Benedict, Marie",Victoria Christopher Murray,"=""""","=""""",5,4.05,Berkley Books,Hardcover,341,2021,2021,2021/12/19,2021/12/16,historical-fiction,historical-fiction (#7),read,,,,1,0
57185348,Matrix,Lauren Groff,"Groff, Lauren",,"=""1594634491""","=""9781594634499""",4,3.68,Riverhead Books,Hardcover,260,2021,2021,2021/12/16,2021/12/16,,,read,,,,1,0
53487334,The Best of Me,David Sedaris,"Sedaris, David",,"=""0316628247""","=""9780316628242""",4,4.20,"Little, Brown and Company",Hardcover,387,2020,2020,2021/12/07,2021/12/05,,,read,,,,1,0
50154334,I'll Be Seeing You: A Memoir,Elizabeth Berg,"Berg, Elizabeth",,"=""0593134672""","=""9780593134672""",3,4.19,Random House,Hardcover,224,2020,2020,2021/12/05,2021/12/04,,,read,,,,1,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",4,4.03,Modern Library,Kindle Edition,490,2022,1321,2021/12/02,2021/12/01,,,read,,,,1,0
54626223,"Harlem Shuffle (Ray Carney, #1)",Colson Whitehead,"Whitehead, Colson",,"=""0385545134""","=""9780385545136""",4,3.73,Doubleday,Hardcover,318,2021,2021,2021/11/29,2021/11/22,,,read,,,,1,0
4909,"Teacher Man (Frank McCourt, #3)",Frank McCourt,"McCourt, Frank",,"=""0743243781""","=""9780743243780""",4,3.76,Scribner,Paperback,258,2005,2005,2021/11/26,2021/11/22,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.39,Atria Books,Hardcover,389,2017,2017,2021/11/21,2021/11/19,,,read,,,,1,0
113144,'Tis: A Memoir,Frank McCourt,"McCourt, Frank",,"=""0684848783""","=""9780684848785""",0,3.74,Scribner,Hardcover,367,1999,1999,2021/11/18,2021/11/14,memoir,memoir (#7),read,,,,1,0
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",5,4.15,Harper Perennial,Paperback,452,2005,1996,,2011/10/09,"memoir, poverty","memoir (#1), poverty (#3)",read,,,,2,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",3,3.52,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,2021/11/03,2021/10/26,,,read,,,,1,0
6644970,Jack and the Beanstalk and Other Classics of Childhood,Various,"Various, Various","John Ritter, Betty   White, Michael Hugh Johnson, Robby Benson, Brian Austin Green","=""1441711376""","=""9781441711373""",3,3.37,Blackstone Publishing,Audio CD,2,2009,,,2021/10/26,,,read,,,,2,0
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"Nafisi, Azar",,"=""081297106X""","=""9780812971064""",4,3.66,Random House Trade Paperbacks,Paperback,356,2003,2003,2021/10/25,2011/10/09,memoir,memoir (#6),read,,,,1,0
39218350,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie  Land,"Land, Stephanie",Barbara Ehrenreich,"=""""","=""""",3,3.86,Hachette Books,Hardcover,289,2019,2019,2021/10/22,2021/10/20,,,read,,,,1,0
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",5,4.07,Vintage,Mass Market Paperback,397,2006,1998,2021/10/20,2021/10/15,non-fiction,non-fiction (#15),read,,,,1,0
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",5,4.18,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1995,2011/01/05,2011/10/09,"sci-fi, dystopia, literary-fiction","sci-fi (#3), dystopia (#1), literary-fiction (#3)",read,,,,2,0
49397137,The Exiles,Christina Baker Kline,"Kline, Christina Baker",,"=""0062356348""","=""9780062356345""",4,4.15,Mariner Books,Hardcover,370,2020,2020,2021/10/06,2021/10/02,historical-fiction,historical-fiction (#6),read,,,,1,0
9659034,"Thunder Dog: The True Story of a Blind Man, His Guide Dog, and the Triumph of Trust at Ground Zero",Michael Hingson,"Hingson, Michael",Susy Flory,"=""140020304X""","=""9781400203048""",3,4.05,Thomas Nelson Publishers,Hardcover,231,2011,2011,2021/10/02,2021/10/02,,,read,,,,1,0
175675,Ragtime,E.L. Doctorow,"Doctorow, E.L.",,"=""0812978188""","=""9780812978186""",5,3.90,Random House,Paperback,320,2010,1975,2021/09/22,2021/09/14,,,read,,,,1,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",4,3.92,Scholastic,Mass Market Paperback,172,2001,1903,2021/09/19,2021/09/17,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",4,3.44,Penguin Books,Paperback,279,2002,1850,2021/09/14,2021/09/11,,,read,,,,1,0
51541496,Luster,Raven Leilani,"Leilani, Raven",,"=""0374194327""","=""9780374194321""",0,3.50,"Farrar, Straus and Giroux",Hardcover,227,2020,2020,,2021/09/10,did-not-finish,did-not-finish (#32),did-not-finish,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",3,4.02,Norton,Paperback,488,1986,1897,2021/09/09,2021/09/06,horror,horror (#4),read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",4,4.17,Children's Classics,Hardcover,331,1998,1911,2021/09/05,2021/09/03,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",5,4.39,Random House,Hardcover,475,2010,2010,2021/09/02,2021/08/30,,,read,,,,1,0
51792100,A Burning,Megha Majumdar,"Majumdar, Megha",,"=""0525658696""","=""9780525658696""",5,3.72,Knopf Publishing Group,Hardcover,304,2020,2020,2020/06/23,2020/06/22,,,read,,,,1,0
